'Приложение № 2.1.'||||||||||||||||||||||||||||||||||||||||||||||||||||
129|'Ленина пр-кт'|'д. 31, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||342,01||||||||||||||||||||||||||||||
130|'Ленина пр-кт'|'д. 32'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||543,12||||||||||||||||||||||||||||||
131|'Ленина пр-кт'|'д. 33'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||200,47||||||||||||||||||||||||||||||
132|'Ленина пр-кт'|'д. 35'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||268,18||||||||||||||||||||||||||||||
133|'Ленина пр-кт'|'д. 38, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||225,9||||||||||||||||||||||||||||||
134|'Ленина пр-кт'|'д. 39, лит. Б'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||197,31||||||||||||||||||||||||||||||
135|'Ленина пр-кт'|'д. 40, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||203,25||||||||||||||||||||||||||||||
136|'Ленина пр-кт'|'д. 45'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||527,58||||||||||||||||||||||||||||||
137|'Ленина пр-кт'|'д. 47'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||200,37||||||||||||||||||||||||||||||
138|'Ленина пр-кт'|'д. 49'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||508,36||||||||||||||||||||||||||||||
139|'Ленина пр-кт'|'д. 5, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||389,08||||||||||||||||||||||||||||||
140|'Ленина пр-кт'|'д. 5, лит. Б'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||310,21||||||||||||||||||||||||||||||
141|'Ленина пр-кт'|'д. 5, лит. В'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||412,4||||||||||||||||||||||||||||||
142|'Ленина пр-кт'|'д. 51'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||384,09||||||||||||||||||||||||||||||
143|'Ленина пр-кт'|'д. 53'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||345,47||||||||||||||||||||||||||||||
144|'Ленинградская ул'|'д. 11/41, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||405,34||||||||||||||||||||||||||||||
145|'Ленинградская ул'|'д. 12'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||328,57||||||||||||||||||||||||||||||
146|'Ленинградская ул'|'д. 14, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||302,98||||||||||||||||||||||||||||||
147|'Ленинградская ул'|'д. 3, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||463,56||||||||||||||||||||||||||||||
148|'Ленинградская ул'|'д. 6'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||147,08||||||||||||||||||||||||||||||
149|'Ленинградская ул'|'д. 8'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||237,58||||||||||||||||||||||||||||||
150|'Ленинградская ул'|'д. 9, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||115,25||||||||||||||||||||||||||||||
151|'Литке ул'|'д. 11/37'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||2274,01||||||||||||||||||||||||||||||
152|'Литке ул'|'д. 7/32'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1519,4||||||||||||||||||||||||||||||
153|'Манежный пер'|'д. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||793,48||||||||||||||||||||||||||||||
154|'Мануильского ул'|'д. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||664,36||||||||||||||||||||||||||||||
155|'Мануильского ул'|'д. 25'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||320,55||||||||||||||||||||||||||||||
156|'Мануильского ул'|'д. 2а'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||114,56||||||||||||||||||||||||||||||
157|'Мануильского ул'|'д. 3'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||374||||||||||||||||||||||||||||||
158|'Мануильского ул'|'д. 37'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||646,65||||||||||||||||||||||||||||||
159|'Мануильского ул'|'д. 39'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||151,5||||||||||||||||||||||||||||||
160|'Мануильского ул'|'д. 41, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1068,45||||||||||||||||||||||||||||||
161|'Мануильского ул'|'д. 5'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||533,11||||||||||||||||||||||||||||||
162|'Мануильского ул'|'д. 7, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||350,39||||||||||||||||||||||||||||||
163|'Мануильского ул'|'д. 9, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||467,42||||||||||||||||||||||||||||||
164|'Мартынова ул'|'д. 1/33, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||234,79||||||||||||||||||||||||||||||
165|'Мартынова ул'|'д. 9'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||460,49||||||||||||||||||||||||||||||
166|'Никольский пер'|'д. 1/58'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||472,81||||||||||||||||||||||||||||||
167|'Никольский пер'|'д. 2/56'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||98,83||||||||||||||||||||||||||||||
168|'Петровская ул'|'д. 10, корп. 1'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||545||||||||||||||||||||||||||||||
169|'Петровская ул'|'д. 10, корп. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||241,34||||||||||||||||||||||||||||||
170|'Петровская ул'|'д. 10, корп. 3'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||268,03||||||||||||||||||||||||||||||
171|'Петровская ул'|'д. 12, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||372,22||||||||||||||||||||||||||||||
172|'Петровская ул'|'д. 12/4'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||686,1||||||||||||||||||||||||||||||
173|'Петровская ул'|'д. 15, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||172,87||||||||||||||||||||||||||||||
174|'Петровская ул'|'д. 8, корп. 1'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||387,12||||||||||||||||||||||||||||||
175|'Петровская ул'|'д. 8, корп. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||330,55||||||||||||||||||||||||||||||
176|'Петровская ул'|'д. 8, корп. 3'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||292,01||||||||||||||||||||||||||||||
177|'Посадская ул'|'д. 1/82, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1470,67||||||||||||||||||||||||||||||
178|'Посадская ул'|'д. 10/51'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||117,97||||||||||||||||||||||||||||||
179|'Посадская ул'|'д. 12'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||449,97||||||||||||||||||||||||||||||
180|'Посадская ул'|'д. 15, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1012,99||||||||||||||||||||||||||||||
181|'Посадская ул'|'д. 16, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||328,58||||||||||||||||||||||||||||||
182|'Посадская ул'|'д. 17/14'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||337,96||||||||||||||||||||||||||||||
183|'Посадская ул'|'д. 21'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||290,23||||||||||||||||||||||||||||||
184|'Посадская ул'|'д. 22'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||587,17||||||||||||||||||||||||||||||
185|'Посадская ул'|'д. 23'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||326||||||||||||||||||||||||||||||
186|'Посадская ул'|'д. 25'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||683,68||||||||||||||||||||||||||||||
187|'Посадская ул'|'д. 26, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||856,27||||||||||||||||||||||||||||||
188|'Посадская ул'|'д. 3, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||308,36||||||||||||||||||||||||||||||
189|'Посадская ул'|'д. 36/11, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||447,36||||||||||||||||||||||||||||||
190|'Посадская ул'|'д. 38'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||242,28||||||||||||||||||||||||||||||
191|'Посадская ул'|'д. 4, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||334,91||||||||||||||||||||||||||||||
192|'Посадская ул'|'д. 40'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||195,26||||||||||||||||||||||||||||||
193|'Посадская ул'|'д. 42, корп. 1'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||475,89||||||||||||||||||||||||||||||
194|'Посадская ул'|'д. 42, корп. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||485,65||||||||||||||||||||||||||||||
195|'Посадская ул'|'д. 45, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||150,64||||||||||||||||||||||||||||||
196|'Посадская ул'|'д. 47, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||115,21||||||||||||||||||||||||||||||
197|'Посадская ул'|'д. 48/50, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||211,26||||||||||||||||||||||||||||||
198|'Посадская ул'|'д. 49, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||509,96||||||||||||||||||||||||||||||
199|'Посадская ул'|'д. 5'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||250,43||||||||||||||||||||||||||||||
200|'Посадская ул'|'д. 51, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||151,72||||||||||||||||||||||||||||||
201|'Посадская ул'|'д. 52, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||117,94||||||||||||||||||||||||||||||
202|'Посадская ул'|'д. 7'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||633,07||||||||||||||||||||||||||||||
203|'Посадская ул'|'д. 8/36'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||129,07||||||||||||||||||||||||||||||
204|'Посадская ул'|'д. 9/36'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||344,96||||||||||||||||||||||||||||||
205|'Пролетарская ул'|'д. 17'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||321,74||||||||||||||||||||||||||||||
206|'Пролетарская ул'|'д. 18'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||968,12||||||||||||||||||||||||||||||
207|'Пролетарская ул'|'д. 32/2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||345,4||||||||||||||||||||||||||||||
208|'Пролетарская ул'|'д. 34, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||418,46||||||||||||||||||||||||||||||
209|'Рошаля ул'|'д. 10, корп. 1, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||233,72||||||||||||||||||||||||||||||
210|'Советская ул'|'д. 13, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||373,45||||||||||||||||||||||||||||||
211|'Советская ул'|'д. 15, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||254,77||||||||||||||||||||||||||||||
212|'Советская ул'|'д. 19, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||297,41||||||||||||||||||||||||||||||
213|'Советская ул'|'д. 19, лит. Б'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||261,13||||||||||||||||||||||||||||||
214|'Советская ул'|'д. 21а, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||165,24||||||||||||||||||||||||||||||
215|'Советская ул'|'д. 21б'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||109,37||||||||||||||||||||||||||||||
216|'Советская ул'|'д. 25, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||378,61||||||||||||||||||||||||||||||
217|'Советская ул'|'д. 27, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||208,5||||||||||||||||||||||||||||||
218|'Советская ул'|'д. 31, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||118,67||||||||||||||||||||||||||||||
219|'Советская ул'|'д. 33, лит. Б'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||95,11||||||||||||||||||||||||||||||
220|'Советская ул'|'д. 33, лит. В'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||58,28||||||||||||||||||||||||||||||
221|'Советская ул'|'д. 37, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||381,63||||||||||||||||||||||||||||||
222|'Советская ул'|'д. 39, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||354,38||||||||||||||||||||||||||||||
223|'Советская ул'|'д. 41, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||346,78||||||||||||||||||||||||||||||
224|'Советская ул'|'д. 45'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||367,08||||||||||||||||||||||||||||||
225|'Советская ул'|'д. 47'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||352,38||||||||||||||||||||||||||||||
226|'Советская ул'|'д. 5, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||111,55||||||||||||||||||||||||||||||
227|'Советская ул'|'д. 7, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||189,29||||||||||||||||||||||||||||||
228|'Станюковича ул'|'д. 1/9'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1640,44||||||||||||||||||||||||||||||
229|'Станюковича ул'|'д. 3, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1057,04||||||||||||||||||||||||||||||
230|'Станюковича ул'|'д. 6'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||3070,81||||||||||||||||||||||||||||||
231|'Станюковича ул'|'д. 7'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1476,4||||||||||||||||||||||||||||||
232|'Станюковича ул'|'д. 8'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||2919,91||||||||||||||||||||||||||||||
233|'Станюковича ул'|'д. 9'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1615,11||||||||||||||||||||||||||||||
234|'Сургина ул'|'д. 11'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||128,25||||||||||||||||||||||||||||||
235|'Сургина ул'|'д. 15, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||449,39||||||||||||||||||||||||||||||
236|'Сургина ул'|'д. 6, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||334,45||||||||||||||||||||||||||||||
237|'Сургина ул'|'д. 7'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||252,06||||||||||||||||||||||||||||||
238|'Сургина ул'|'д. 8, корп. 1'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||480,29||||||||||||||||||||||||||||||
239|'Сургина ул'|'д. 8, корп. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||324,17||||||||||||||||||||||||||||||
240|'Сургина ул'|'д. 9'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||91,59||||||||||||||||||||||||||||||
241|'Фейгина ул'|'д. 10'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||208,32||||||||||||||||||||||||||||||
242|'Фейгина ул'|'д. 12'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||773,23||||||||||||||||||||||||||||||
243|'Фейгина ул'|'д. 4'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||790,49||||||||||||||||||||||||||||||
244|'Флотская ул'|'д. 1'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||154,84||||||||||||||||||||||||||||||
245|'Флотская ул'|'д. 12'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1405,35||||||||||||||||||||||||||||||
246|'Флотская ул'|'д. 13'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||215,51||||||||||||||||||||||||||||||
247|'Флотская ул'|'д. 14'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||703,81||||||||||||||||||||||||||||||
248|'Флотская ул'|'д. 15'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||79,36||||||||||||||||||||||||||||||
249|'Флотская ул'|'д. 16/11, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||414,48||||||||||||||||||||||||||||||
250|'Флотская ул'|'д. 16/11, лит. Б'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||41,66||||||||||||||||||||||||||||||
251|'Флотская ул'|'д. 17'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||429,58||||||||||||||||||||||||||||||
252|'Флотская ул'|'д. 2'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1250,46||||||||||||||||||||||||||||||
253|'Флотская ул'|'д. 21'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||922,38||||||||||||||||||||||||||||||
254|'Флотская ул'|'д. 23'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||242,16||||||||||||||||||||||||||||||
255|'Флотская ул'|'д. 25'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||140,59||||||||||||||||||||||||||||||
256|'Флотская ул'|'д. 29/9'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||365,71||||||||||||||||||||||||||||||
257|'Флотская ул'|'д. 3'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||49,75||||||||||||||||||||||||||||||
258|'Флотская ул'|'д. 5'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||663,53||||||||||||||||||||||||||||||
259|'Флотская ул'|'д. 7'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||412,15||||||||||||||||||||||||||||||
260|'Цитадельское ш'|'д. 39'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||2554,5||||||||||||||||||||||||||||||
261|'Цитадельское ш'|'д. 41'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||2634,88||||||||||||||||||||||||||||||
262|'Цитадельское ш'|'д. 43'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1827,69||||||||||||||||||||||||||||||
263|'Цитадельское ш'|'д. 45/12'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||1445,35||||||||||||||||||||||||||||||
264|'Широкая ул'|'д. 10, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||303,38||||||||||||||||||||||||||||||
265|'Широкая ул'|'д. 2/5, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||953,8||||||||||||||||||||||||||||||
266|'Широкая ул'|'д. 4'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||296,49||||||||||||||||||||||||||||||
267|'Широкая ул'|'д. 6, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||293,81||||||||||||||||||||||||||||||
268|'Широкая ул'|'д. 8'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||586,02||||||||||||||||||||||||||||||
269|'Юрия Инге ул'|'д. 1'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||470,71||||||||||||||||||||||||||||||
270|'Юрия Инге ул'|'д. 11'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||426,46||||||||||||||||||||||||||||||
271|'Юрия Инге ул'|'д. 2/4'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||599,87||||||||||||||||||||||||||||||
272|'Юрия Инге ул'|'д. 3, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||497,53||||||||||||||||||||||||||||||
273|'Юрия Инге ул'|'д. 8'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||668,29||||||||||||||||||||||||||||||
274|'Якорная пл'|'д. 1а, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||716,8||||||||||||||||||||||||||||||
275|'Якорная пл'|'д. 1б, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||699,22||||||||||||||||||||||||||||||
276|'Якорная пл'|'д. 3 в, лит. А'|'"ГУП ""ТЭК СПб"""'||||'Отопление'|'Гкал'||||||||||||||411,15||||||||||||||||||||||||||||||
